Premise Name,Premise No,Type,TPIN,Physical Address,Street,PSU No,Category,District,Region
Jona Health Uganda Ltd,NDA/PRE/RTP/6610,Retail Pharmacy,1018239543,"NAJJERA II, NEXT TO ST CATHERINE'S HOSPITAL, KIRA MUNICIPALITY, WAKISO DISTRICT",Najjera Kira Road,1148,Human,Wakiso,Kampala Extra - Akamwesi
LEE HEALTH LIMITED,NDA/PRE/RTP/6617,Retail Pharmacy,\N,KIKUBAMPANGA TRADING CENTRE,Hoima rd.,1327,Human,Wakiso,Kampala Extra - Akamwesi
TABOR SUE INVESTMENTS - SMC LTD,NDA/PRE/RTP/6620,Retail Pharmacy,\N,WITHIN SHELL MUYENGA,"KIBULI , MBOGO RD",1372,Human,Kampala,Kampala Extra - Akamwesi
REAL LIFE PHARMACEUTICALS LTD,NDA/PRE/RTP/6651,Retail Pharmacy,\N,"OPP. HEALTHY CENTRE IV, MITOOMA TOWN",COUNCIL,1878,Human,Mitooma,South Western Region - Mbarara
EPIKORAN ENTERPRISES LIMITED,NDA/PRE/RTP/6660,Retail Pharmacy,\N,PLOT NO. 24B - AGULE ROAD,AGULE ROAD,1388,Human,Pallisa,Eastern Region - Tororo
HABARI PHARMACY LTD,NDA/PRE/RTP/6668,Retail Pharmacy,\N,NEXT TO NAKASONGOLA HCIV HOSP.,BURULI QUARTERS,2031,Human,Nakasongola,Kampala Extra - Akamwesi
HERZREIN HOLDINGS LTD,NDA/PRE/RTP/6678,Retail Pharmacy,\N,"Kazinga-Nabweru, Opp. Jacinta",Boarding School,1910,Human,Wakiso,Kampala Extra - Akamwesi
HEDEXI PHARMACY LIMITED,NDA/PRE/RTP/6685,Retail Pharmacy,\N,"KAWANDA, NEXT TO ST JAMES C.O.U",KAWANDA-SENGE ROAD,1583,Human,Wakiso,Kampala Extra - Akamwesi
TEXAKIM INVESTMENT LTD,NDA/PRE/RTP/6701,Retail Pharmacy,\N,"MANYANGWA T/C, APOLLO KAGWA BUILDING - KASANGATI",GAYAZA-KAYUNGA RD,1443,Human,Wakiso,Kampala Extra - Akamwesi
GYTON PHARMACEUTICALS LIMITED,NDA/PRE/RTP/6708,Retail Pharmacy,1018430205,"UPPER NSOOBA, MAWANDA RD, KYEBANDO",MAWANDA RD,2214,Human,Kampala,Kampala Extra - Akamwesi
SHVEKA HOLDINGS LIMITED,NDA/PRE/RTP/6716,Retail Pharmacy,\N,MUNNO-KANONAKALI,OPP. KATABI H/CENTRE III,1721,Human,Wakiso,Kampala Extra - Akamwesi
VIANDS ESTABLISHMENT LIMITED,NDA/PRE/RTP/6729,Retail Pharmacy,\N,"Rukira House,",Sanga Town Council,1616,Human,Kiruhura,South Western Region - Mbarara
NUHAM PHARMACY LIMITED,NDA/PRE/RTP/6730,Retail Pharmacy,\N,"Lusanjja, Opp. La Bridge Hospital Signpost","Buwambo road,",1294,Human,Wakiso,Kampala Extra - Akamwesi
REALM PHARMACY LIMITED,NDA/PRE/RTP/6746,Retail Pharmacy,\N,AT SSEMIREMBE HENRY'S BUILDING,NAMASOLE RD,1860,Human,Kampala,Kampala Extra - Akamwesi
DOMINI NOSTRI INVESTMENTS LTD,NDA/PRE/RTP/6755,Retail Pharmacy,1017253633,"MASANAFU TRADING CENTRE, KINONYA ZONE",MASANAFU -KINONYA RD,1310,Veretinary,Kampala,Kampala Extra - Akamwesi
ALIKA-N PHARMACY LTD BRANCH,NDA/PRE/RTP/6772,Retail Pharmacy,\N,NEW CONGO NAKIVALE,SOMALI,1311,Human,Isingiro,South Western Region - Mbarara
JERIE-MARIE HEALTH CARE LIMITED,NDA/PRE/RTP/6790,Retail Pharmacy,\N,GULU CITY,ALONG AWERE RD,1651,Human,Gulu,Northern Region - Lira
RENGA APEX SERVICE LIMITED,NDA/PRE/RTP/6803,Retail Pharmacy,\N,"Kamukuzi Zone,",Kabakanjagala,1410,Human,Mbarara,South Western Region - Mbarara
ASINJA MASSY PHARMACY LIMITED,NDA/PRE/RTP/6809,Retail Pharmacy,\N,"Mpondwe Town Council,Bukonzo County",Mpondwe-Kasese Rd,1930,Human,Kasese,South Western Region - Mbarara
STEPHANIO INVESTMENT LIMITED,NDA/PRE/RTP/6821,Retail Pharmacy,\N,"Bwerenga -Kawuku, Ntabazi Shopping Centre",Bwerenga Rd,1893,Human,Wakiso,Kampala Extra - Akamwesi
VERUS PHARMACY LIMITED,NDA/PRE/RTP/6828,Retail Pharmacy,\N,Mutundwe,Kirinyabigo Road,1697,Human,Wakiso,Kampala Extra - Akamwesi
RIYADH PHARMACEUTICALS (U) LT,NDA/PRE/RTP/6831,Retail Pharmacy,\N,"Annamaria Nakimbugwe Building, Ndejje Masitowa State","St Johns ,Ndejje Rd",1685,Human,Wakiso,Kampala Extra - Akamwesi
BANROB PHARMACEUTICAL (U) LTD,NDA/PRE/RTP/6833,Retail Pharmacy,1053886877,"KIKAAYA T/C - BULEGA, OPP. PYRAMID MEDICAL SERVICES","KIKAAYA T/C - BULEGA, OPP. PYRAMID MEDICAL SERVICES",2323,Human,Wakiso,Kampala Extra - Akamwesi
GOODLUCK PHARMACY LTD,NDA/PRE/RTP/6839,Retail Pharmacy,\N,NSAMBYA,AVE MARIA RD,1680,Human,Kampala,Kampala Extra - Akamwesi
LOBE GOTT HOLDINGS LIMITED,NDA/PRE/RTP/6841,Retail Pharmacy,\N,KEVINA- NSAMBYA,JUUKO RD,1294,Human,Kampala,Kampala Extra - Akamwesi
ESS LIFE PHARMACY LIMITED,NDA/PRE/RTP/6855,Retail Pharmacy,\N,NAJJANANKUMBI,SSUMBWE KUMBUZI,806,Human,Wakiso,Kampala Extra - Akamwesi
SAFE STAR PHARMACY LIMITED,NDA/PRE/RTP/6891,Retail Pharmacy,\N,MUBENDE STREET,MUBENDE ROAD,1684,Human,Mubende,Western Region - Hoima
LUTEP INVESTMENT LTD,NDA/PRE/RTP/6904,Retail Pharmacy,\N,PAKELE,ROAD,1189,Human,Adjumani,West Nile Region - Arua
MULUNOX ENTERPRISES LIMITED,NDA/PRE/RTP/6912,Retail Pharmacy,\N,MULLUNOX MEDICAL CENTRE BUILDING,KAZO,279,Human,Wakiso,Kampala Extra - Akamwesi
EMMANUEL COMMUNITY HEALTH FOUNDATION LIMITED,NDA/PRE/RTP/6930,Retail Pharmacy,\N,"KATUUGO T/C, NEAR FUEL STATION",KAMPALA-GULU RD,1550,Human,Nakasongola,Kampala Extra - Akamwesi
Yesu Awonya Pharmacy,NDA/PRE/RTP/6939,Retail Pharmacy,\N,"Kyotera town, Teffe zone",Mutukula road,1706,Human,Kyotera,Central Regional Office - Masaka
MWESIGWA PHARMACEUTICALS LTD,NDA/PRE/RTP/6940,Retail Pharmacy,1001093312,"PLOT 67/69 - JINJA, MAIN STREET","MAIN STREET, PLOT 67/69",2145,Human,Jinja,South Eastern Region - Jinja
WIELDER INVESTMENTS LTD,NDA/PRE/RTP/6942,Retail Pharmacy,\N,"GROUND FLOOR, NANKYA PLAZA, KIJAPANI KITENDE",AFTER ST. MARY'S COLLEGE KITENDE,1649,Human,Wakiso,Kampala Extra - Akamwesi
Sinza Divine Pharmacy Limited,NDA/PRE/RTP/6947,Retail Pharmacy,\N,Manyangwa B,Gayaza Rd,484,Human,Wakiso,Kampala Extra - Akamwesi
STERO HEALTH CARE COMPANY LIMITED,NDA/PRE/RTP/6972,Retail Pharmacy,\N,KITEZI - KASANGATI TOWN COUNCIL,KAWANDA RD,1683,Human,Wakiso,Kampala Extra - Akamwesi
GUARDIAN HEALTH PHARMACY,NDA/PRE/RTP/6973,Retail Pharmacy,\N,"PLOT 1,",LUCILLE ROAD,1444,Human,Gulu,Northern Region - Lira
GOODNEWS PHARMACY LIMITED,NDA/PRE/RTP/6982,Retail Pharmacy,1043270821,KISAASI,KYANJA RD,334,Human,Kampala,Kampala Extra - Akamwesi
DAVIS KIZAHI INVESTMENTS LTD,NDA/PRE/RTP/6983,Retail Pharmacy,\N,OPPOSITE KIHIHI MARKET,KIHIHI-ISHASHA ROAD,1342,Human,Kanungu,South Western Region - Mbarara
NGEKOBE PHARMACY LTD,NDA/PRE/RTP/6984,Retail Pharmacy,\N,"OPP THE MARKET, KYENGERA TOWN COUNCIL",CHURCH RD,1678,Human,Wakiso,Kampala Extra - Akamwesi
JOOWZEY INVESTMENT LTD,NDA/PRE/RTP/6988,Retail Pharmacy,\N,KYEGEGWA TOWN COUNCIL,OPP. HAPUUYA RD,1474,Human,Kyegegwa,Western Region - Hoima
NAM HEALTH CARE LIMITED,NDA/PRE/RTP/6994,Retail Pharmacy,1018121945,"Lungujja, Kabumbiro, Busega",Rubaga,1586,Human,Kampala,Kampala Extra - Akamwesi
MCYMO PHARMACY LTD,NDA/PRE/RTP/6995,Retail Pharmacy,\N,NAMUGONGO,JJANDA RD,1546,Human,Wakiso,Kampala Extra - Akamwesi
RAMBA HEALTH PHARMACY AND COSMETICS LTD,NDA/PRE/RTP/7004,Retail Pharmacy,1019112995,"NEXT TO FORMER EQUITY BANK, CUSTOMS ROAD",CUSTOMS ROAD,643,Human,Busia,Eastern Region - Tororo
ALMON PHARMA LIMITED,NDA/PRE/RTP/7012,Retail Pharmacy,\N,AT AISHA COMPLEX- KULAMBIRO,RING RD,1641,Human,Kampala,Kampala Extra - Akamwesi
IROSH MK PHARMACEUTICALS LTD,NDA/PRE/RTP/7017,Retail Pharmacy,\N,"KAKOGE CELL, RWEBISENGO",TRADING CENTRE,1435,Human,Ntoroko,Western Region - Hoima
FLOROCENT INVESTMENT LIMITED,NDA/PRE/RTP/7018,Retail Pharmacy,\N,Kiwango T/C,Bukerere Road,1771,Human,Mukono,South Eastern Region - Jinja
IMPERIAL HEALTH SERVICES LTD,NDA/PRE/RTP/7029,Retail Pharmacy,1019129851,BUSOLWE TOWN COUNCIL,BUTALEJA ROAD,538,Human,Butaleja,Eastern Region - Tororo
PRESTON PHARMACY LIMITED,NDA/PRE/RTP/7036,Retail Pharmacy,Tin,"KIBULI TRADING CENTRE, NEXT TO KIBULI APARTMENTS - KABALAGALA RD",KABALAGALA RD,1533,Human,Kampala,Kampala Extra - Akamwesi
MUVAS PHARMACEUTICALS,NDA/PRE/RTP/7045,Retail Pharmacy,\N,OPPOSITE BUGIRI HOSPITAL,JINJA - TORORO HIGH WAY,1724,Human,Bugiri,South Eastern Region - Jinja
Fariskam pharmaceuticals Ltd,NDA/PRE/RTP/7078,Retail Pharmacy,\N,Luwero TC,Kiwoko road,1735,Human,Luweero,Kampala Extra - Akamwesi
FEELCITY PHARMACEUTICALS LIMITED,NDA/PRE/RTP/7084,Retail Pharmacy,\N,Luteete trading centre,Gayaza road,1703,Human,Wakiso,Kampala Extra - Akamwesi
JEMSAB PHARMACY LTD,NDA/PRE/RTP/7091,Retail Pharmacy,1019168482,"HAJJI MUSA MASIMBI BUILDING, BEHIND FUELEX PETROL STATION, BWEYOGERERE",BWEYOGERERE,1954,Human,Wakiso,Kampala Extra - Akamwesi
KOB PHARMACY AND EQUIPMENT CO SMC LTD,NDA/PRE/RTP/7104,Retail Pharmacy,\N,"MUSOKE DEO BLD'G, OPP OILCOM PETROL STATION",SENTEMA RD,1799,Human,Wakiso,Kampala Extra - Akamwesi
NUCARE PHARMACY LIMITED,NDA/PRE/RTP/7117,Retail Pharmacy,\N,BWEYOGERERE-BBUTO,KYOBE ROAD,1360,Human,Wakiso,Kampala Extra - Akamwesi
FLM PHARMACEUTICALS LTD,NDA/PRE/RTP/7128,Retail Pharmacy,\N,"MR KAWOOYA HOUSES, BUWAMA TRADING CENTER",MASAKA RD,1813,Human,Mpigi,Central Regional Office - Masaka
CONCORD PHARMACY LTD,NDA/PRE/RTP/7146,Retail Pharmacy,1018875031,"NEXT TO BEST QUALITY SUPERMARKET, HOIMA ROAD, WAKISO",HOIMA ROAD,874,Human,Wakiso,Kampala Extra - Akamwesi
RAJAM PHARMACEUTICAL COMPANY LIMITED,NDA/PRE/RTP/7148,Retail Pharmacy,\N,"KAYABWE TOWN, NEXT TO KAYABWE POLICE STATION",NKOZI RD,1626,Human,Mpigi,Central Regional Office - Masaka
3 DOC PHARMACEUTICALS LTD,NDA/PRE/RTP/7151,Retail Pharmacy,1019302014,KATOOKE T/C WEZIKYUKIRA,WAMALA,1666,Human,Wakiso,Kampala Extra - Akamwesi
Kiwumbye Investments Limited,NDA/PRE/RTP/7162,Retail Pharmacy,\N,Opposite TOTAL,SALAAMA RD,744,Human,Kampala,Kampala Extra - Akamwesi
ZZIWA &DAUGHTERS INVESTMENT LTD,NDA/PRE/RTP/7167,Retail Pharmacy,\N,"TTULA RD,",KAWEMPE,761,Human,Kampala,Kampala Extra - Akamwesi
SINAI PHARMACEUTICALS SMC LIMITED,NDA/PRE/RTP/7177,Retail Pharmacy,\N,"KITOORO T/C, MUBIRU BUILDING, OPP. KITOORO LEISURE PARK",FULU RD,1727,Veretinary,Wakiso,Kampala Extra - Akamwesi
THANOS PHARMACY LIMITED,NDA/PRE/RTP/7180,Retail Pharmacy,\N,"CONTAFRICA ZONE, KAMWOKYA",OLD KIRA RD,276,Human,Kampala,Kampala Extra - Akamwesi
BUSUNGA PHARMACY LTD,NDA/PRE/RTP/7207,Retail Pharmacy,\N,NYAHUKA TOWN COUNCIL,LAMIA RD,1348,Human,Bundibugyo,Western Region - Hoima
KARISI PHARMACEUTICAL CO LTD,NDA/PRE/RTP/7211,Retail Pharmacy,1016565330,"EVENA GENERAL INV. LTD BLD'G OPP EMBUGAYA KWEBA SSESE MUSEUM, KALANGALA STREET","EVENA GENERAL INV. LTD BLD'G OPP EMBUGAYA KWEBA SSESE MUSEUM, KALANGALA STREET",2137,Human,Kalangala,Central Regional Office - Masaka
KHAAZ PHARMACY UGANDA LTD,NDA/PRE/RTP/7227,Retail Pharmacy,1018611757,"KATUMBA GODFREY BUILDING, GGANDA",NASERE ROAD,1661,Human,Wakiso,Kampala Extra - Akamwesi
XENA HOLDINGS -SMC LTD,NDA/PRE/RTP/7229,Retail Pharmacy,\N,"SAMAKULA JEREMIAH BUILDING, KALANGALA TOWN",MWENE RD,1881,Human,Kalangala,Central Regional Office - Masaka
AFRICAN RESPONSE FOUNDATION LIMITED,NDA/PRE/RTP/7249,Retail Pharmacy,\N,KIGOROBYA TRADING CENTRE,BUTIABA RD,1979,Human,Hoima,Western Region - Hoima
DLAM PHARMACY LIMITED,NDA/PRE/RTP/7277,Retail Pharmacy,1019454532,"BULONDE TRADING CENTRE, KAJJANSI TOWN COUNCIL",DEWE RD,1611,Human,Wakiso,Kampala Extra - Akamwesi
MAWOGOLA PHARMACY LTD,NDA/PRE/RTP/7280,Retail Pharmacy,1025670575,"OPP UMEME SERVICE CENTRE, NYENDO - MASAKA RD","OPP UMEME SERVICE CENTRE, NYENDO - MASAKA RD",2204,Human,Masaka,Central Regional Office - Masaka
KENG VETERINARY PHARMACY,NDA/PRE/RTP/7292,Retail Pharmacy,\N,NAKAMIRO ZONE,WOBULENZI T/C,1714,Veretinary,Luweero,Kampala Extra - Akamwesi
LIMITLESS PHARMACY,NDA/PRE/RTP/7293,Retail Pharmacy,\N,"KATABI, KABUYE GRACE BUILDING",BUSAMBAGA RD,1799,Human,Wakiso,Kampala Extra - Akamwesi
SUPRAZE PHARMACY,NDA/PRE/RTP/7297,Retail Pharmacy,\N,Kacwamba,Fort Portal - Kasese road,1142,Human,Kabarole,Western Region - Hoima
BREES-CARE PHARMACEUTICALS LTD,NDA/PRE/RTP/7298,Retail Pharmacy,\N,"KORANORYA TOWN, MBARARA CITY",MBARARA - MASAKA ROAD,1097,Human,Mbarara,South Western Region - Mbarara
ACCESS MULTIPLE SERVICES LTD,NDA/PRE/RTP/7305,Retail Pharmacy,1014101102,"OPP. KYEGEGWA HCIV, KYEGEGWA TOWN COUNCIL",KYEGEGWA TOWN COUNCIL,1330,Human,Kyegegwa,Western Region - Hoima
LAVENDER PHARMACEUTICALS LTD,NDA/PRE/RTP/7311,Retail Pharmacy,1041988046,"Shop No.4, Plot No.3, Ruti T/Centre_x000D_Mbarara City.",MBARARA-KABALE,2282,Human,Mbarara,South Western Region - Mbarara
PRESTIGE MEDICAL SOLUTIONS LIMITED,NDA/PRE/RTP/7318,Retail Pharmacy,1027181621,"MOVIT PLAZA, BULENGA",MITYANA ROAD,1448,Human,Wakiso,Kampala Extra - Akamwesi
YEYE PHARMACEUTICALS COMPANY LIMITED,NDA/PRE/RTP/7321,Retail Pharmacy,1019590401,"BOMBO T/C, OPP. BOMBO BARRACKS",BARRACKS RD,1466,Human,Luweero,Kampala Extra - Akamwesi
GRENDON PHARMACY LIMITED,NDA/PRE/RTP/7322,Retail Pharmacy,\N,MULIN HOUSE,BUSAMBAGA RD,1578,Human,Wakiso,Kampala Extra - Akamwesi
PORT BELL PHARMACY LTD,NDA/PRE/RTP/7328,Retail Pharmacy,\N,"INSIDE PORT BELL SUPERMARKET, KITINTALE TRADING CENTRE",LUZIRA - PORTBELL RD,341,Human,Kampala,Kampala Extra - Akamwesi
WESTLINK PHARMACEUTICALS LTD,NDA/PRE/RTP/7336,Retail Pharmacy,\N,"VOICE MALL BWEBAJJA, KAJJANSI",ENTEBBE RD,568,Human,Wakiso,Kampala Extra - Akamwesi
Zee Pharmacy,NDA/PRE/RTP/7339,Retail Pharmacy,1000125052,Plot 1 Mbaguta Street,Mbaguta Street,527,Human,Mbarara,South Western Region - Mbarara
MOSAIC CHEMICALS (U) LTD,NDA/PRE/RTP/7370,Retail Pharmacy,1018961323,"BANGAFI BLD'G, WAKISO TOWN","BANGAFI BLD'G, WAKISO TOWN",1221,Veretinary,Wakiso,Kampala Extra - Akamwesi
IMELDAS PHARMACY LTD,NDA/PRE/RTP/7377,Retail Pharmacy,1019645166,"OPP ALIBAKKIRIZA HOUSE 2000, KIRINYABIGO - MUTUNDWE RD",MUTUNDWE RD,1259,Human,Wakiso,Kampala Extra - Akamwesi
KATEJAM COMPANY UGANDA LTD,NDA/PRE/RTP/7383,Retail Pharmacy,\N,"HAJI SSEBAGALA LATIF'S BLD'G, KASANGATI",GAYAZA RD,1172,Human,Wakiso,Kampala Extra - Akamwesi
MODI PHARMACEUTICALS LTD,NDA/PRE/RTP/7402,Retail Pharmacy,\N,"NAKWERO T/C, NEXT TO ABLE PETROL STATION",GAYAZA-KAYUNGA RD,781,Human,Wakiso,Kampala Extra - Akamwesi
RONPHARM PHARMACEUTICALS LTD,NDA/PRE/RTP/7406,Retail Pharmacy,1019863209,"Katuna Road, Opposite Kabale University Road,_x000D_Kabale Municipality.",KABALE,1432,Human,Kabale,South Western Region - Mbarara
THE BIG PHARMACY LIMITED,NDA/PRE/RTP/7446,Retail Pharmacy,1019663831,"VOICE MALL, BWEBAJJA - ENTEBBE RD",ENTEBBE RD,2169,Human,Wakiso,Kampala Extra - Akamwesi
BUDAKA ELITE PHARAMCY LIMITED,NDA/PRE/RTP/7451,Retail Pharmacy,1019047460,"Block 2 - Plot No; 192, Tirinyi Highway, Opposite Budaka Health Centre IV , Budaka District",TIRINYI HIGHWAY,2268,Human,Budaka,Eastern Region - Tororo
LIFEBAC PHARMACY LIMITED,NDA/PRE/RTP/7463,Retail Pharmacy,1041942760,Main Street/Nizam Road - Jinja City,Main Street,1865,Human,Jinja,South Eastern Region - Jinja
AFRICA MEDICAL &BEHAVIORAL SCIENCES ORG. LTD,NDA/PRE/RTP/7472,Retail Pharmacy,1010575086,"WITHIN AMBSO, NANSANA-KIBULOKA RD",OFF. HOIMA RD,1654,Human,Wakiso,Kampala Extra - Akamwesi
AFRICA MEDICAL AND BEHAVIORAL SCIENCES ORGANISATION (AMBSO) LTD,NDA/PRE/RTP/7485,Retail Pharmacy,1010575086,"OLD BUKOBA RD, BEHIND KALISIZO SUBCOUNTY HEADQUARTERS","OLD BUKOBA RD, BEHIND KALISIZO SUBCOUNTY HEADQUARTERS",1971,Human,Kyotera,Central Regional Office - Masaka
VERUM PRODUCTS (U) LTD,NDA/PRE/RTP/7488,Retail Pharmacy,1017729040,"NAMUNGOONA, SKYVIEW PROPERT CENTRE,",NAMUNGOONA - KASUBI RD,1634,Human,Kampala,Kampala Extra - Akamwesi
D &LYN ACCESS LIMITED,NDA/PRE/RTP/7502,Retail Pharmacy,1044557966,"BUWENGE, OPPOSITE BUWENGE GENERAL HOSPITAL",JINJA - KAMULI ROAD,1638,Human,Jinja,South Eastern Region - Jinja
PALMAX PHARMACY LIMITED,NDA/PRE/RTP/0132,Retail Pharmacy,1020429054,"PLOT 14 KILAK BLOCK 2, ELEGU TOWN COUNCIL -  AMURU","PLOT 14 KILAK BLOCK 2, ELEGU TOWN COUNCIL -  AMURU",1695,Human,Amuru,Northern Region - Lira
CLOVER PHARMACY LTD,NDA/PRE/RTP/7530,Retail Pharmacy,1020595390,"MUTUNGO HILL ROAD, ZONE 6",Mutungo Hill,746,Human,Kampala,Kampala Extra - Akamwesi
SAINTE RITA COMPANY LIMITED,NDA/PRE/RTP/7533,Retail Pharmacy,1020322944,"BUNAMWAYA T/C, AT MUWANGA JOSEPH'S BUILDING",AGGREY ROAD,1765,Human,Wakiso,Kampala Extra - Akamwesi
KOBCARE PHARMACEUTICALS LTD,NDA/PRE/RTP/7536,Retail Pharmacy,1020397244,"KITO TRADING CENTRE, KIRA",TRADING CENTRE,2102,Human,Wakiso,Kampala Extra - Akamwesi
CALYPTUS PHARMACY LTD,NDA/PRE/RTP/7577,Retail Pharmacy,1019631676,"BUNAMWAYA, MAKINDYE-SSABAGABO",KISIGULA RD,1726,Human,Wakiso,Kampala Extra - Akamwesi
TUNGOCARE PHARMACY LTD,NDA/PRE/RTP/7582,Retail Pharmacy,1017943144,"KAZO T.C, NEXT TO BAM FUEL STATION","KAZO T.C, NEXT TO BAM FUEL STATION",1590,Human,Kiruhura,South Western Region - Mbarara
LIVOLINE PHARMACY LTD,NDA/PRE/RTP/7609,Retail Pharmacy,1020575500,KIBAATI- KIGOWA II ZONE,KULAMBIRO RING ROAD,970,Human,Kampala,Kampala Extra - Akamwesi
GREENLEAF PHARMACY LTD,NDA/PRE/RTP/7613,Retail Pharmacy,1020912276,"KOMAMBOGA , WALIGGO RD - KAMPALA",WALIGGO RD,2220,Human,Kampala,Kampala Extra - Akamwesi
KWALAZ PHARMACY LIMITED,NDA/PRE/RTP/7623,Retail Pharmacy,1020856758,"SAMUEL COMPLEX ROOM BC002, KAWAALA II, KAWAALA",BWAISE RD,1740,Human,Kampala,Kampala Extra - Akamwesi
NKORE CHEMISTS (U) LIMITED,NDA/PRE/RTP/7634,Retail Pharmacy,1019518590,"SHOP NO. 1, R.K.R.C.S LTD HOUSE (KAJARA) 2020, RUSHERE TOWN COUNCIL",RUSHERE TOWN COUNCIL,1808,Human,Kiruhura,South Western Region - Mbarara
RURO PHARMACY LIMITED1,NDA/PRE/RTP/7641,Retail Pharmacy,1020623575,"MUHAIRWE BUILDING, IGORORA CELL,_x000D_IGORORA TOWN COUNCIL - IBANDA",IBANDA-MBARARA HIGHWAY,1901,Human,Ibanda,South Western Region - Mbarara
OWMA HEALTH CARE-SMC LTD,NDA/PRE/RTP/7650,Retail Pharmacy,1019976012,IBANDA MUNICIPALITY,KIBUBURA/BUFUNDA STREET,1712,Veretinary,Ibanda,South Western Region - Mbarara
