Premise Name,Premise No,Type,TPIN,Physical Address,Street,PSU No,Category,District,Region
A.N.DDAMULIRA LTD,NDA/PRE/SIA/10627,Surgical Instruments and Appliances Outlet,1000144483,"MBOGO, OFF TULA RD","MBOGO, OFF TULA RD",\N,Human,Kampala,Kampala Extra - Akamwesi
JAHAL SUPPLIES LIMITED,NDA/PRE/SIA/10647,Surgical Instruments and Appliances Outlet,\N,KINYOLI 'B' -,NAMANYONYI ROAD,\N,Human,Mbale,Eastern Region - Tororo
NIOMA ORTHOPEDICS LIMITED,NDA/PRE/SIA/10726,Surgical Instruments and Appliances Outlet,1040302062,BUKOTO,MOYO CLOSE,\N,Human,Kampala,Kampala Extra - Akamwesi
ELEPHIN HEALTHCARE LTD,NDA/PRE/SIA/8040,Surgical Instruments and Appliances Outlet,1002772893,"PLOT 13/15, BUGOLOBI",FARADAY RD,\N,Human,Kampala,Kampala Extra - Akamwesi
USTAR BIOTECHNOLOGIES U LTD,NDA/PRE/SIA/8044,Surgical Instruments and Appliances Outlet,1019302076,KING FAHAD PLAZA,KAMPALA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
DLA SCIENTIFIC (U) LTD,NDA/PRE/SIA/8053,Surgical Instruments and Appliances Outlet,1015661269,PLOT 7 MINISTERS VILLAGE,RING ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
VEGAN MEDICAL SUPPLIES LTD,NDA/PRE/SIA/8058,Surgical Instruments and Appliances Outlet,1022748745,"KYEBANDO NSOOBA, KIRUNDA ROAD",KIRUNDA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ORACLE LABORATORY AND DIAGNOSTICS SUPPLIES,NDA/PRE/SIA/8064,Surgical Instruments and Appliances Outlet,1017349763,TWESE PLAZA ROOM S25,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
RFJ MEDICAL &LABORATORY SUPPLIES (U) LTD,NDA/PRE/SIA/8077,Surgical Instruments and Appliances Outlet,1017700865,TWESE PLAZA ROOM S07,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
KETON SCIENTIFIC LIMITED,NDA/PRE/SIA/8102,Surgical Instruments and Appliances Outlet,1019817008,"PLOT 7 NTINDA,  STRETCHER ROAD",STRETCHER ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
SAFE MISSIONS UGANDA LTD,NDA/PRE/SIA/8109,Surgical Instruments and Appliances Outlet,1015222615,"NAKASAMBA,ENTEBBE",GOWERS RD,\N,Human,Wakiso,Kampala Extra - Akamwesi
AIM DIAGNOSTICS (U) LTD,NDA/PRE/SIA/8192,Surgical Instruments and Appliances Outlet,1019041084,TWESE PLAZA ROOM S16,WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
EXPER MEDICAL NETWORK LIMITED,NDA/PRE/SIA/8237,Surgical Instruments and Appliances Outlet,1024933413,"ARUA PARK PLAZA ROOM A5 - 273, BEN KIWANUKA STREET",BEN KIWANUKA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
TUOREN MEDICAL (U) LTD,NDA/PRE/SIA/8278,Surgical Instruments and Appliances Outlet,1024548509,"TIRUPATI BUSINESS PARK, ROOM W/H NO.085",KYEBANDO,\N,Human,Kampala,Kampala Extra - Akamwesi
SILVERLINE MEDICAL SERVICES LIMITED,NDA/PRE/SIA/8425,Surgical Instruments and Appliances Outlet,1018194015,"NANSANA ,NJOVU COMPLEX ROOM D2",HOIMA ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
CACTUS MEDICAL STORES LIMITED,NDA/PRE/SIA/8668,Surgical Instruments and Appliances Outlet,1018495509,"HARUNA TOWERS, ROOMS L4-004 AND L2-014",BOMBO ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
SHIPVI TRADERS UGANDA SMC LTD,NDA/PRE/SIA/8676,Surgical Instruments and Appliances Outlet,1015319349,"KAUS PLAZA FIRST FLOOR, NAMUNGOONA, RUBAGA",HOIMA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
WELLMED SUPPLY LTD,NDA/PRE/SIA/8705,Surgical Instruments and Appliances Outlet,1027864128,"MUKWANO MALL, ROOM U/G-50",RASHID KHAMIS ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
VKJ HEALTHCARE PRIVATE LIMITED,NDA/PRE/SIA/8727,Surgical Instruments and Appliances Outlet,1027729177,"PLOT 620, UPPER NSOOBA ROAD, KAWEMPE",UPPER NSOOBA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
FLEXELLE MEDICALS LTD,NDA/PRE/SIA/8801,Surgical Instruments and Appliances Outlet,1026874673,"NANSANA EAST, ZONE II OPP. NEW BASE HOTEL",HOIMA ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
LEGACY RAYS LIMITED,NDA/PRE/SIA/8902,Surgical Instruments and Appliances Outlet,\N,ROZA MARKET BUILDING,KISENYI MUZANA ROAD,12028,Human,Kampala,Kampala Extra - Akamwesi
UNISURG LOGISTICA ENTERPRISES,NDA/PRE/SIA/8926,Surgical Instruments and Appliances Outlet,\N,"M &G PLAZA, ROOM S13 NAMUGONGO",SONDE ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
INQABA BIOTEC EAST AFRICA LIMITED,NDA/PRE/SIA/8942,Surgical Instruments and Appliances Outlet,1025729196,"REGENCY PLAZA, 3RD FLOOR, ROOM 5",LUGOGO BYPASS,\N,Human,Kampala,Kampala Extra - Akamwesi
BAIT MEDICAL SUPPLIERS LTD,NDA/PRE/SIA/9053,Surgical Instruments and Appliances Outlet,\N,"MAKERERE KAVULE, NEXT TO TWIN TOWER HOTEL",BOMBO ROAD,36282,Human,Kampala,Kampala Extra - Akamwesi
BLADES UNIQUE SUPPLIES E.A. LTD,NDA/PRE/SIA/9062,Surgical Instruments and Appliances Outlet,1027159749,"GWADDA MALL ROOM KP124-2, KP05",KISENYI SEMUGOOMA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
GARETH CAPITAL HOLDINGS LTD,NDA/PRE/SIA/9142,Surgical Instruments and Appliances Outlet,1017607807,"UNICAL HOUSE FIRST FLOOR, NYONYI GARDENS, KOLOLO",ARCHER ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
MUNGUCHI MEDICAL CENTRE LIMITED,NDA/PRE/SIA/9180,Surgical Instruments and Appliances Outlet,\N,AYIVU,AT RHINO CAMP RD,\N,Human,Arua,West Nile Region - Arua
KEYNTAL SUPPLIES SMC LIMITED,NDA/PRE/SIA/9211,Surgical Instruments and Appliances Outlet,\N,"JB COMPLEX, WANDEGEYA",,34087,Human,Kampala,Kampala Extra - Akamwesi
SOLOMON MEDICAL EQUIPMENT LTD,NDA/PRE/SIA/9314,Surgical Instruments and Appliances Outlet,1027952757,"BLOCK 192, PLOT 2338/2339",BUWATE ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
ACTIVE IMPEX EAST AFRICA - SMC LTD,NDA/PRE/SIA/9352,Surgical Instruments and Appliances Outlet,\N,BHATIA TOWER,BEN KIWANUKA STREET,K,Human,Kampala,Kampala Extra - Akamwesi
VERDIGRIS INTERNATIONAL LIMITED,NDA/PRE/SIA/9368,Surgical Instruments and Appliances Outlet,\N,"VARIETY ARCADE, RM SO1, NAALYA",KYALIWAJJALA RD,\N,Human,Wakiso,Kampala Extra - Akamwesi
KIKII INVESTMENTS UGANDA LTD,NDA/PRE/SIA/9396,Surgical Instruments and Appliances Outlet,\N,"STORM CHILD BLD'G, NANKIGA, NYANAMA",,\N,Human,Wakiso,Kampala Extra - Akamwesi
MITS MEDICAL SUPPLIES LTD,NDA/PRE/SIA/9423,Surgical Instruments and Appliances Outlet,\N,"TWESE PLAZA, SHOP B.09",WILSON ROAD,28227,Human,Kampala,Kampala Extra - Akamwesi
HMFBIO PRODUCTS LTD,NDA/PRE/SIA/9466,Surgical Instruments and Appliances Outlet,\N,"TRUTH PLAZA SHOP S21,",HOIMA RD,2871,Human,Kampala,Kampala Extra - Akamwesi
URBAN BIOMEDICAL STORES LTD,NDA/PRE/SIA/9536,Surgical Instruments and Appliances Outlet,1019049655,"KKT PLAZA, BAZAAR ZONE, CENTRAL MARKET - ARUA",DUKA ROAD,\N,Human,Arua,West Nile Region - Arua
EMPRESA SOLUTIONS LIMITED,NDA/PRE/SIA/9550,Surgical Instruments and Appliances Outlet,1002774115,"PLOT 2399, BANDA ZONE B11",TEACHER'S ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
KADS (U) LTD,NDA/PRE/SIA/9601,Surgical Instruments and Appliances Outlet,1009681264,"PLOT 81-83, RAMP GLASS BUILDING","7TH STREET, INDUSTRIAL AREA",34853,Human,Kampala,Kampala Extra - Akamwesi
JOSU LINKS LIMITED,NDA/PRE/SIA/9616,Surgical Instruments and Appliances Outlet,1000035539,PLOT 30,MOSQUE CLOSE,41752,Human,Kampala,Kampala Extra - Akamwesi
STANDARD MEDICAL SUPPLIES CO LTD,NDA/PRE/SIA/9643,Surgical Instruments and Appliances Outlet,1015107078,"BANK OF AFRICA BLD'G, MASITOOWA","NANSANA , HOIMA ROAD",\N,Human,Wakiso,Kampala Extra - Akamwesi
DOER SOLUTIONS LIMITED,NDA/PRE/SIA/9733,Surgical Instruments and Appliances Outlet,\N,"PLOT 2259, NSAMBYA",KABEGA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
CARESERVE MEDICAL SUPPLIES LIMITED,NDA/PRE/SIA/9751,Surgical Instruments and Appliances Outlet,\N,"UMF Building, 2nd Floor",Sir Apollo Kaggwa RD,\N,Human,Kampala,Kampala Extra - Akamwesi
PROMETRIC MEDTECH CONSULTANTS - SMC LTD,NDA/PRE/SIA/9753,Surgical Instruments and Appliances Outlet,1029706134,NANKEERA COMPLEX,BUGANDA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
TAF MEDICALS LIMITED,NDA/PRE/SIA/9761,Surgical Instruments and Appliances Outlet,\N,"PLOT 1128, KYAGGWE ,BLOCK 110 BAGALA ZONE,","SEETA T.C, JINJA RD",\N,Human,Mukono,South Eastern Region - Jinja
SECMED TECH LIMITED,NDA/PRE/SIA/9767,Surgical Instruments and Appliances Outlet,\N,NORTH PARK PLAZA,BWEYOGERERE BYPASS LINK RD,\N,Human,Wakiso,Kampala Extra - Akamwesi
HERITAGE PLUS DISTRIBUTION CO LTD,NDA/PRE/SIA/9770,Surgical Instruments and Appliances Outlet,\N,"PLOT 4A, CROWN HOUSE",KAMPALA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
AXIS MEDICARE EA LIMITED,NDA/PRE/SIA/9771,Surgical Instruments and Appliances Outlet,\N,"PLOT 15 KIBULI,",KAKUNGULU RD,\N,Human,Kampala,Kampala Extra - Akamwesi
PRODIAG AFRICA LTD,NDA/PRE/SIA/9775,Surgical Instruments and Appliances Outlet,\N,"PLOT 1824, MUYENGA B",KIRIGWAJJO CHURCH ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ZELUS LIFE SMC LTD,NDA/PRE/SIA/9798,Surgical Instruments and Appliances Outlet,1022927881,"PLOT 300, NSOOBA KALERWE",\N,\N,Human,Kampala,Kampala Extra - Akamwesi
S.H.B MEDICAL SUPPLIES LIMITED,NDA/PRE/SIA/9823,Surgical Instruments and Appliances Outlet,1035023622,"PLOT 1423, NAJJERA 1, MBOGO ROAD",MBOGO ROAD,\N,Human,Wakiso,Kampala Extra - Akamwesi
JAM LABORATORY SUPPLIES,NDA/PRE/SIA/9855,Surgical Instruments and Appliances Outlet,\N,"TITANIC PLAZA, SHOP TD15",WILSON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
LABX SCIENTIFIC LTD,NDA/PRE/SIA/9873,Surgical Instruments and Appliances Outlet,\N,"PLOT 03, NAGURU",KATALIMA CRESCENT,\N,Human,Kampala,Kampala Extra - Akamwesi
CITY MEDICALS LIMITED,NDA/PRE/SIA/9898,Surgical Instruments and Appliances Outlet,1002140118,BUKOTO,ACACIA AVENUE,\N,Human,Kampala,Kampala Extra - Akamwesi
CITY AMBULANCE LIMITED,NDA/PRE/SIA/9910,Surgical Instruments and Appliances Outlet,1002320034,NALYA,ACACIA AVENUE,\N,Human,Kampala,Kampala Extra - Akamwesi
QUALICHEM U LIMITED,NDA/PRE/SIA/9937,Surgical Instruments and Appliances Outlet,\N,PLOT 13,MULWANA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
ALTUMU ENTERPRISES - SMC LIMITED,NDA/PRE/SIA/9942,Surgical Instruments and Appliances Outlet,\N,"NYENDO TOWN, NAMU PLAZA, 1ST FLOOR",ABOVE MTN SERVICE CENTRE,\N,Human,Masaka,Central Regional Office - Masaka
EDWIN LANCE LTD,NDA/PRE/SIA/9974,Surgical Instruments and Appliances Outlet,\N,Makerere flats,KIWATULE NAJJERA ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
BLUE CROSS MEDICAL EQUIPMENT COMPANY LIMITED,NDA/PRE/SIA/9831,Surgical Instruments and Appliances Outlet,1017342652,INSINGIRO TOWN COUNCIL,ISINGIRO TOWN COUNCIL,\N,Human,Isingiro,South Western Region - Mbarara
MEDICAL RESEARCH COUNCIL,NDA/PRE/RTP/3620,Retail Pharmacy,1000028121,"PLOT 51-59, ENTEBBE TOWN COUNCIL ENTEBBE",ENTEBBE MUNICIPALITY,901,Human,Wakiso,Kampala Extra - Akamwesi
BIYINZIKA POULTRY INTERNATIONAL LIMITED,NDA/PRE/SII/2434,Wholesale Pharmacy,\N,KATEGA,NAKAWA,\N,Veretinary,Kampala,Central Regional Office - Masaka
RAZAAM PHARMACEUTICALS LIMITED,NDA/PRE/WHP/0014,Wholesale Pharmacy,1009691858,"MASAKA MUNICIPALITY,  KAMPALA ROAD","MASAKA MUNICIPALITY, KAMPALA ROAD",1733,Human,Masaka,Central Regional Office - Masaka
PHARMA HEALTH LIMITED,NDA/PRE/WHP/0042,Wholesale Pharmacy,1000032529,"SHOP PB1,PB2,PB3, NEW PIONEER MALL BLDG",Wilson Rd,463,Human,Kampala,Kampala Extra - Akamwesi
QUALITY CHEMICALS LTD,NDA/PRE/WHP/0043,Wholesale Pharmacy,1000119943,Plot 64/65 Katwe,Katwe Road,275,Human,Kampala,Kampala Extra - Akamwesi
MASAKA DIOCESAN MEDICAL SERVICES LTD,NDA/PRE/WHP/0048,Wholesale Pharmacy,\N,Kitovu,Ddungu Wing,1737,Human,Masaka,Central Regional Office - Masaka
RENE PHARMACY LTD,NDA/PRE/WHP/0051,Wholesale Pharmacy,1000023357,"Plot 20 , William Street",William Street,399,Human,Kampala,Kampala Extra - Akamwesi
KARURI PHARMACEUTICALS LTD.,NDA/PRE/WHP/0070,Wholesale Pharmacy,1000032025,"PLOT 117/119, KIBAO BUILDING, 6TH STREET INDUSTRIAL AREA",6TH STREET INDUSTRIAL AREA,445,Human,Kampala,Kampala Extra - Akamwesi
BUFFALO HEALTH CARE LTD,NDA/PRE/WHP/0074,Wholesale Pharmacy,1006810865,Plot 2745 Kabalagala,Muyenga Rd,971,Human,Kampala,Kampala Extra - Akamwesi
SCOPEVET DEVELOPMENT LIMITED,NDA/PRE/WHP/0088,Wholesale Pharmacy,1001078555,Plot 14/18,Nakivubo Place,1477,Veretinary,Kampala,Kampala Extra - Akamwesi
MARIE STOPES UGANDA LIMITED,NDA/PRE/WHP/0090,Wholesale Pharmacy,1014721743,Plot 1020,Kisugu-Muyenga Rd,439,Human,Kampala,Kampala Extra - Akamwesi
SEKALALA LIMITED,NDA/PRE/WHP/0091,Wholesale Pharmacy,1000042305,Plot 1 Chicken House,Old Kampala,686,Veretinary,Kampala,Kampala Extra - Akamwesi
ASTRA PHARMA (U) LIMITED,NDA/PRE/WHP/0093,Wholesale Pharmacy,\N,WILSON LANE,WILSON LANE,325,Human,Kampala,Kampala Extra - Akamwesi
REGAL PHARMA U LIMITED,NDA/PRE/WHP/0094,Wholesale Pharmacy,\N,Plot 12/ 20,Wilson Rd,950,Human,Kampala,Kampala Extra - Akamwesi
SHREEJI PHARMACEUTICALS LIMITED,NDA/PRE/WHP/0097,Wholesale Pharmacy,1000052174,"PLOT 373, BLOCK 8, KABUSU",KABUSU RD,1556,Human,Kampala,Kampala Extra - Akamwesi
BIOGEN PHARMA LIMITED,NDA/PRE/WHP/0115,Wholesale Pharmacy,\N,PLOT 21 -,Wilson Rd,497,Human,Kampala,Kampala Extra - Akamwesi
PHILLIPS PHARMACEUTICALS (UGANDA) LIMITED,NDA/PRE/WHP/0131,Wholesale Pharmacy,1000023288,"Plot 96-98 Industrial Area, 5th Street",5th Street,325,Human,Kampala,Kampala Extra - Akamwesi
LIFE MEDICURE PHARMA-SMC LTD,NDA/PRE/WHP/0147,Wholesale Pharmacy,\N,"Bwaise,Next to Bilal Mosque",Kalerwe Rd,799,Human,Kampala,Kampala Extra - Akamwesi
DOLPHIN PHARMACEUTICALS (U) LIMITED,NDA/PRE/WHP/0169,Wholesale Pharmacy,\N,"Plot 17, People's Plaza",William Street,547,Human,Kampala,Kampala Extra - Akamwesi
BHL HEALTHCARE LIMITED,NDA/PRE/WHP/0187,Wholesale Pharmacy,1000497846,"PLOT 25, BHL COMPLEX",Acacia Avenue Road Kololo-Kampala,478,Human,Kampala,Kampala Extra - Akamwesi
MARVIN PHARMA LIMITED,NDA/PRE/WHP/0201,Wholesale Pharmacy,1014100577,"SHOP NO. L4-48, TRANSNILE LINK BUILDING",JOHNSON STREET,1025,Human,Kampala,Kampala Extra - Akamwesi
EAST AFRICA MEDICAL STORES LTD,NDA/PRE/WHP/0222,Wholesale Pharmacy,\N,PLOT 15,WILLIAM STREET,769,Human,Kampala,Kampala Extra - Akamwesi
MEDREICH (U) LIMITED,NDA/PRE/WHP/0223,Wholesale Pharmacy,\N,NATEETE T/C,Wilson Rd,1572,Human,Kampala,Kampala Extra - Akamwesi
MACNAUGHTON LIMITED,NDA/PRE/WHP/0228,Wholesale Pharmacy,1000038501,Plot 107 Wandegeya,Buganda Rd,347,Human,Kampala,Kampala Extra - Akamwesi
SWASTIK PHARMACEUTICAL LTD,NDA/PRE/WHP/0232,Wholesale Pharmacy,1000584338,"SHOP L4-456, GALIRAAYA PLAZA",WILLIAM STREET,709,Human,Kampala,Kampala Extra - Akamwesi
HEALTH LINK PHARMACY LIMITED,NDA/PRE/WHP/0233,Wholesale Pharmacy,1000297170,"GBK Plaza, Ntare Road",Wilson Rd,614,Human,Kampala,Kampala Extra - Akamwesi
VITACARE LIMITED,NDA/PRE/WHP/0236,Wholesale Pharmacy,1008320872,"Plot 5 Ali Bhai Ramji, Johnstone Street",Johnstone Street,663,Human,Kampala,Kampala Extra - Akamwesi
TWO WAY PHARMA LTD,NDA/PRE/WHP/0241,Wholesale Pharmacy,1044202532,PLOT 09 NYONDO_x000D_CLOSE LUTHULI AVENUE-KAMPALA,William Street,255,Human,Kampala,Kampala Extra - Akamwesi
GAMA PHARMACEUTICALS (U) LIMITED,NDA/PRE/WHP/0242,Wholesale Pharmacy,1001433057,Plot 183 Buye Zone Ntinda,Church Rd,863,Human,Kampala,Kampala Extra - Akamwesi
ARMAN PHARMACY (U) LIMITED,NDA/PRE/WHP/0268,Wholesale Pharmacy,\N,Plot 6 A,Main Street,349,Human,Lira,Northern Region - Lira
BIMEDA UGANDA LIMITED,NDA/PRE/WHP/0273,Wholesale Pharmacy,1002179094,"WAREHOUSE 21 AND 22, YOGI BUSINESS PARK, WANKULUKUKU",Stadium Rd,630,Veretinary,Kampala,Kampala Extra - Akamwesi
KIMSY MEDS LTD,NDA/PRE/WHP/0278,Wholesale Pharmacy,\N,"Plot 10, 3rd Street",Industrial Area,678,Human,Kampala,Kampala Extra - Akamwesi
ECHO PHARMACY (U) LIMITED,NDA/PRE/WHP/0283,Wholesale Pharmacy,1000043061,"ECHO PLAZA, PLOT 35 MARTIN ROAD, OLD KAMPALA",MARTIN ROAD,1233,Human,Kampala,Kampala Extra - Akamwesi
Medtop Pharmaceuticals,NDA/PRE/WHP/0302,Wholesale Pharmacy,\N,Plot 11,William Strt,650,Human,Kampala,Kampala Extra - Akamwesi
LABOREX UGANDA LIMITED,NDA/PRE/WHP/0303,Wholesale Pharmacy,1000040427,PLOT 909,NAMANVE INDUSTRIAL PARK,348,Human,Mukono,South Eastern Region - Jinja
EVERVICTORY LIMITED,NDA/PRE/WHP/0305,Wholesale Pharmacy,1000129543,PLOT 61/63,Nakivubo Place,259,Veretinary,Kampala,Kampala Extra - Akamwesi
HEALTHCARE LTD.,NDA/PRE/WHP/0317,Wholesale Pharmacy,1000298934,Plot 77A Kampala Plaza,Kampala Rd,246,Human,Kampala,Kampala Extra - Akamwesi
AAFIYA (A) LIMITED,NDA/PRE/WHP/0325,Wholesale Pharmacy,1002954566,"Kyazanga Town Council, Kla-Mbarara Highway",Kampala Mbarara High Way,656,Human,Lwengo,Central Regional Office - Masaka
CKL UGANDA LIMITED,NDA/PRE/WHP/0327,Wholesale Pharmacy,1002339241,"PLOT 120, BLOCK 250, GGABA",BBUNGA - GGABA RD,797,Veretinary,Kampala,Kampala Extra - Akamwesi
AIVEEN (U) LIMITED,NDA/PRE/WHP/0335,Wholesale Pharmacy,1000273517,"Plot 10, Jesco Plaza, Wilson Rd",Wilson Rd,328,Human,Kampala,Kampala Extra - Akamwesi
MAISHA MEDICAL SUPPLIES LIMITED,NDA/PRE/WHP/0347,Wholesale Pharmacy,1000448873,"Plot 111, Naguru",Katalemwa Rd,1543,Human,Kampala,Kampala Extra - Akamwesi
SURGIPHARM (U) LIMITED,NDA/PRE/WHP/0355,Wholesale Pharmacy,1000026792,"Plot M424, Ntinda",Industrial Area,583,Human,Kampala,Kampala Extra - Akamwesi
BASSAR LIMITED,NDA/PRE/WHP/0370,Wholesale Pharmacy,1003871720,"Plot 25, Nakivubo Place",Nakivubo Place,910,Veretinary,Kampala,Kampala Extra - Akamwesi
ULTRAVETIS UGANDA LIMITED,NDA/PRE/WHP/0378,Wholesale Pharmacy,1000560223,"Plot 28, Jinja Road, Dewinton Street",Dewinton Street,592,Veretinary,Kampala,Kampala Extra - Akamwesi
BOOTS PHARMACEUTICALS LIMITED,NDA/PRE/WHP/0383,Wholesale Pharmacy,1000066203,Ntinda Trading Centre,Ntinda Road,392,Human,Kampala,Kampala Extra - Akamwesi
CROWN HEALTHCARE (U) LIMITED,NDA/PRE/WHP/0388,Wholesale Pharmacy,1000043023,"Plot 118-120, Industrial Area",7th Street,768,Human,Kampala,Kampala Extra - Akamwesi
Citronate Investments Ltd,NDA/PRE/WHP/0400,Wholesale Pharmacy,\N,Mpererwe Trading Centre,Gayaza Rd,1519,Human,Kampala,Kampala Extra - Akamwesi
BETA HEALTHCARE UGANDA LIMITED,NDA/PRE/WHP/0402,Wholesale Pharmacy,\N,Plot 12/14 Industrial Area,3rd Street,278,Human,Kampala,Kampala Extra - Akamwesi
MEDICAL ACCESS (UGANDA) LIMITED,NDA/PRE/WHP/0404,Wholesale Pharmacy,1000028114,Plot 26,Nakasero Rd,310,Human,Kampala,Kampala Extra - Akamwesi
UHAI PHARMACY,NDA/PRE/WHP/0410,Wholesale Pharmacy,1015437489,"MUKWANO ARCADE, BEN KIWANUKA STREET",BEN KIWANUKA STREET,505,Human,Kampala,Kampala Extra - Akamwesi
KPI HEALTHCARE LIMITED,NDA/PRE/WHP/0437,Wholesale Pharmacy,\N,"Plot M444B, Ntinda",Stretcher Rd,1702,Human,Kampala,Kampala Extra - Akamwesi
MU PHARMA CO -SMC LIMITED,NDA/PRE/WHP/0440,Wholesale Pharmacy,1010759576,"The Mall, shop B3, Plot 6, Wilson Lane, Kampala",Luwum Street,1413,Human,Kampala,Kampala Extra - Akamwesi
UNITED HEALTHCARE DISTRIBUTORS LTD,NDA/PRE/WHP/0447,Wholesale Pharmacy,1000442815,Plot 26,Nakasero Rd,310,Human,Kampala,Kampala Extra - Akamwesi
HARLEYS UGANDA LIMITED,NDA/PRE/WHP/0455,Wholesale Pharmacy,1001088645,"Plot 12, Bombo Road",Bombo Road,377,Human,Kampala,Kampala Extra - Akamwesi
SUPER PHARMACEUTICALS LIMITED,NDA/PRE/WHP/0458,Wholesale Pharmacy,\N,"PLOT 89, BLOCK 29",MAWANDA RD,640,Human,Kampala,Kampala Extra - Akamwesi
KAMCARE PHARMA LIMITED,NDA/PRE/WHP/0459,Wholesale Pharmacy,1000032712,"B15 &B16, PRIME COMPLEX",JOHNSON STREET,378,Human,Kampala,Kampala Extra - Akamwesi
KWEWAYO (U) VET PHARMACY LIMITED,NDA/PRE/WHP/0480,Wholesale Pharmacy,1000088292,"PLOT 13, Nakivubo Place",Nakivubo Place,2034,Veretinary,Kampala,Kampala Extra - Akamwesi
TATA UGANDA LIMITED,NDA/PRE/WHP/0517,Wholesale Pharmacy,1000028542,Plot 52,Lugogo By Pass,592,Human,Kampala,Kampala Extra - Akamwesi
SALAMA PHARMACEUTICALS LIMITED,NDA/PRE/WHP/0519,Wholesale Pharmacy,\N,Katovu T/C,Mbarara Highway,1007,Human,Lwengo,Central Regional Office - Masaka
LIFE STREAM PHARMACY LIMITED,NDA/PRE/WHP/0535,Wholesale Pharmacy,\N,Kayabwe T/C,Masaka Rd,917,Human,Mpigi,Central Regional Office - Masaka
BIOGEN PHARMA LTD,NDA/PRE/WHP/0539,Wholesale Pharmacy,1007328786,"NANDEE TOWERS, WILSON RD",WILSON RD,1293,Human,Kampala,Kampala Extra - Akamwesi
AFAAN PHARMA LIMITED,NDA/PRE/WHP/0550,Wholesale Pharmacy,1001350224,"Plot 26, Block no 208, Bwaise- Kampala",Bwaise,1969,Human,Kampala,Kampala Extra - Akamwesi
MEDNET HEALTHCARE LIMITED,NDA/PRE/WHP/0588,Wholesale Pharmacy,\N,"Plot 536, Ndeeba",Masaka Rd,537,Human,Kampala,Kampala Extra - Akamwesi
ARYSTAR PHARMA (U) LIMITED,NDA/PRE/WHP/0596,Wholesale Pharmacy,\N,NANDEE TOWER,WILSON STREET,772,Human,Kampala,Kampala Extra - Akamwesi
SHIFA CHEMISTS LIMITED,NDA/PRE/WHP/0608,Wholesale Pharmacy,\N,Plot 28 Opp Central Market,Kabale Rd,1064,Human,Kabale,South Western Region - Mbarara
FAMU CARE ENTERPRISES LTD,NDA/PRE/WHP/0620,Wholesale Pharmacy,\N,"PLOT 80,",HIGH STREET,502,Veretinary,Mbarara,South Western Region - Mbarara
BYAMAKA PHARMACEUTICAL COMPANY LTD,NDA/PRE/WHP/0627,Wholesale Pharmacy,\N,Plot 15/17,Buremba Road,332,Human,Mbarara,South Western Region - Mbarara
NORVIK ENTERPRISES LTD -MBARARA,NDA/PRE/WHP/0628,Wholesale Pharmacy,\N,PLOT 17C,HIGH STREET,611,Human,Mbarara,South Western Region - Mbarara
BLUE CROSS TRADERS LIMITED,NDA/PRE/RTP/0661,Retail Pharmacy,1047300218,"Blue Room, Namirembe Road",Namirembe Road,1397,Human,Kampala,Kampala Extra - Akamwesi
ROYAL PHARMA 2010 LIMITED,NDA/PRE/WHP/0677,Wholesale Pharmacy,\N,"FLORIDA BLD'G, PLOT 20",KABALE RD,792,Human,Kabale,South Western Region - Mbarara
Kwewayo Vet Pharmacy Ltd,NDA/PRE/WHP/0708,Wholesale Pharmacy,\N,Plot 19,Edward Avenue,234,Veretinary,Masaka,Central Regional Office - Masaka
GABAVET PHARMACY LIMITED,NDA/PRE/WHP/0718,Wholesale Pharmacy,\N,"PLOT 12,",OLD MBARARA-KABALE RD,786,Veretinary,Ntungamo,South Western Region - Mbarara
LIFE CARE PHARMACY LTD-KABALE,NDA/PRE/WHP/0725,Wholesale Pharmacy,\N,"Plot 101, Shop 6",Main Road,1718,Human,Kabale,South Western Region - Mbarara
